,gamma,v,tau,s
0,1.0008890824024723,0.9997806393259818,1.000313898146271,1.0001069744671403
1,1.0005239514841546,1.0005605416243584,1.000969245318168,1.0006638527782215
2,1.0009247091817353,1.0000908455629054,0.999950560404716,0.9997924402253834
3,1.0009077752138036,0.9999001809456275,1.0005388135595075,1.0002322163396
4,1.0002258060183071,1.00159156476284,1.0010610292179236,1.0012535435580465
5,1.0004038959956068,1.000735713948663,1.0004562836904596,1.00036729935371
6,1.0015529835353858,1.0001599285815876,1.0014110538955339,1.0005295136298478
7,1.000208191702529,1.0008208305342274,0.9998713612783885,0.9999667596859687
8,1.001160935477339,0.99989550233714,0.999794549806943,0.9997692277862839
9,1.0007081019301518,1.000363316954761,1.0000953266486836,1.0010816796231743
10,1.0015490720450286,1.0007814983869374,1.0005394802719074,1.0003460256966077
11,1.0005788051133593,1.0011100032625924,1.0007867550312703,1.0010085138131943
12,1.0013084925918603,1.0004411565476672,1.0003354052876028,1.0004027302733272
13,1.0007108793337307,0.999736889234625,1.000368861335175,1.000031921858389
14,1.0004354515243845,1.0013364936071758,1.000298719111254,0.9999725366471349
15,1.0004534030500012,1.0016016573997075,1.0002029802213999,1.0009619873439903
16,1.0004103607330832,1.0007542503538518,1.0000028973309796,1.0010320498040606
17,1.0024161602533779,1.0010285434995059,0.9997021341448951,1.000024529673742
18,1.0002848846540866,0.9999927155506912,0.9997044078642968,0.9999727829113876
19,1.0011292217409333,1.0014619261510516,1.0003652136420207,1.0002220372995079
20,1.0010417746830151,1.000026071538126,1.000207232046657,1.0007241284424688
21,1.0017017002208688,1.000726188450286,1.0006304653147653,1.0007396489938238
22,1.0001969145038188,1.0005475983652996,1.0004476675740985,0.9999139770446611
23,1.0013838401106931,1.0002710934109134,1.0009243972428128,1.0000154477947414
24,1.0001673505613669,0.9999389543509759,1.0023371677613016,0.9997276669455112
25,1.0003333975688917,1.0004957470967015,1.0014109390997845,0.9999480367079658
26,0.999991392120246,1.0009348341691033,1.0000517105876685,1.0002540610400907
27,1.0002746908702609,1.0005566317844417,1.0007948576341992,1.0010390252611112
28,1.0000473156549279,1.0008451255841992,1.000530571693997,1.0003133232408037
29,1.0007910284554458,1.0006708198100207,0.9999078598129486,1.0012596005008827
30,1.0008248747004742,1.0002593667034827,1.000569027389308,1.0003973072876726
